,productId,userId,score
74497,B00007LTIM,A1KYHC3ZXAJICU,5.0
74499,B00007LTIM,A1L1VZ854S2FB2,5.0
74504,B00007LTIM,AQ4EDJDXBJUC7,5.0
74507,B00007LTIM,A2UYAFQ40U2PHS,3.0
74509,B000000Z69,AQ9T9A5WJXVA9,4.0
74525,B000MC3RC4,A3FVAWZNKW9GX,4.0
74531,B000MC3RC4,A2NFTFQYW8GXIQ,4.0
74540,B00000ERQD,A2U49LUUY4IKQQ,5.0
74550,B000060PBD,A970K0IOASNWB,5.0
74568,B000060PBD,A3VBVES8IYR5ZJ,3.0
74577,B000I5YVSO,A31LTTJQ05NK27,5.0
74581,B000I5YVSO,A3TZV5SXQ8F6ST,5.0
74591,B000I5YVSO,A1IAQIZSXONWVU,4.0
74593,B000I5YVSO,A2UYAFQ40U2PHS,4.0
74594,B00004TBVT,A17VI5JKD3AQFH,5.0
74598,B00004TBVT,AWLISKK9SRZ1T,4.0
74601,B00007LTIY,AX94XE2KY5WK4,5.0
74623,B000I5YVS4,A26NLSTT75FMJM,5.0
74625,B0007MAKHO,A2TAPL67U2A5HM,5.0
74646,B000000Z6Z,A2JWPVOP3SRHEN,5.0
74655,B00004TBVX,A2NIJBI4NUIIO3,5.0
74684,B00000ERQH,A3RCUW441E9UZA,5.0
74685,B00000ERQH,A2WQY1B8ZS7QRZ,4.0
74688,B00000ERQH,A2DVFHG099GUGE,3.0
74695,B00000ERQH,A1YQHOKBEFHFA5,2.0
74696,B00000ERQH,A1JIHU1MQ3DMF9,2.0
74698,B00000ERQH,A3CBNR1SZJJJDE,4.0
74704,B00000ERQH,AD39QGHGWAOPQ,3.0
74723,B000000Z6C,AQ9T9A5WJXVA9,5.0
74727,B0000003M6,A25MZ7A5A4I6Z5,5.0
74738,B0001ZX2CM,AV27XCD34D7VI,5.0
74741,B0001ZX2CM,A2ACUB2881HW0X,5.0
74750,B000000Z6W,AB2AQMK9PCWWX,5.0
74755,B000000Z6W,A23BA0P1V4LNL5,4.0
74778,B00004TBVU,A3EV0UPWND877H,5.0
74798,B00004TBVU,A12UJ2D0J8DJ7J,4.0
74805,B00004TBVU,A2UO10VW2BLHUM,5.0
74838,B00004TBVU,A22KYWYEL6GBES,5.0
74840,B00004TBVU,A3UHKYTVD9D0IE,4.0
74859,B00004TBVU,A2JBDC1OR1KZGP,4.0
74860,B00004TBVU,A3TJZ1BLGMR40W,5.0
74873,B00004TBVU,A2EC5M80VELW22,5.0
74908,B00000ERQI,A1C7Y31S5QXNTR,4.0
74919,B0001HQ2UO,A1UBBIDQTDDF79,5.0
74935,B000F3UABQ,A31TTO8136TJZG,5.0
74936,B000000Z7J,A1R5UPSOH21D3D,5.0
74956,B00000ERRY,A16CZRQL23NOIW,5.0
74981,B00000ERRU,AAQKKZURM6BC,5.0
74982,B00000ERRU,A13IKSGDYNBNQS,5.0
74983,B00000ERRU,A1HT4FYHTVWMAQ,5.0
75005,B000060PCL,A18IZ5QX2PRB3C,2.0
75006,B000021YM0,A35BX06Z44B8S0,5.0
75019,B0000003NQ,A25MZ7A5A4I6Z5,5.0
75022,B000060PC7,A2NJO6YE954DBH,4.0
75024,B000060PC7,A2AM5S09AAB83E,3.0
75025,B000060PC7,ABH4G7TVI6G2T,4.0
75032,B00000ERR6,A2WLZD9BY669HY,2.0
75034,B000000Z7R,A3GD0ZJBU0IFMP,5.0
75038,B00004TBWP,AE5F46Q10VPCE,5.0
75040,B00004TBWP,A1GN8UJIZLCA59,5.0
75041,B00004TBWP,A1A5V45PC8HDX7,5.0
75042,B00004TBWP,A26NLSTT75FMJM,4.0
75045,B00004TBWP,A30XZO9A3H5BYH,4.0
75048,B00004TBWP,A2IK9YLARCZ9YG,5.0
75051,B00004TBWP,A16CZRQL23NOIW,5.0
75053,B00004TBWP,A1DGMZ9TFG5I4X,5.0
75054,B00005660T,A1D44YT0P8Q8XL,5.0
75059,B00005660T,A2JBDC1OR1KZGP,4.0
75066,B000000Z7K,A17ZLPBIOB6GB8,5.0
75068,B00005660M,A3R5TRN2UP8788,5.0
75071,B00005660M,A3CN9CCJUNIPKT,4.0
75081,B00000ERRX,A1FFPPPIOSI36M,2.0
75090,B00000ERRX,A38IRL0X2T4DPF,4.0
75092,B00000ERRX,A34KLP6T24KKAZ,5.0
75096,B0000003ND,A2X6GEC6LCDN4S,5.0
75101,B0000003ND,A5A2QE6NECFR5,5.0
75113,B00000ERRT,A6AZD9ZHVPS5B,4.0
75116,B00000ERRT,A8CYS17WU9V1K,5.0
75119,B00000ERRT,A2TAPL67U2A5HM,5.0
75121,B00000ERRT,A3W4D8XOGLWUN5,4.0
75123,B00000ERRT,A1MOGEXNCBZE3U,5.0
75124,B00000ERRT,AKT8TGIT6VVZ5,5.0
75125,B00000ERRT,A103KNDW8GN92L,5.0
75130,B00000ERRT,A34FPRUXN3L6B,5.0
75135,B00000ERRT,A2AOZQ3WTNVVOK,5.0
75136,B00000ERRT,A36EW68H08UOCS,5.0
75140,B00000ERRT,A2X6GEC6LCDN4S,5.0
75141,B00000ERRT,A2WLZD9BY669HY,5.0
75154,B00000ERRT,A3KJ6JAZPH382D,5.0
75155,B00000ERRT,A24DA4R2IWSX1I,5.0
75158,B00000ERRT,AEUY86R8JQZWC,5.0
75159,B00000ERRT,A2Z5WEA0KOMN9G,5.0
75164,B00000ERRT,A2M5NJCO91XRP1,5.0
75166,B00000ERRT,A2ASAFOEQ9ORGY,5.0
75167,B00000ERRT,A2582KMXLK2P06,5.0
75170,B00000ERRT,A20IEBB2571F9S,5.0
75173,B00000ERRT,A3RDKHPL8MDTCU,5.0
75182,B00000ERRT,AEHVPBNCQ3VMX,5.0
75183,B00000ERRT,A1DMDLU9AE7L20,5.0
75187,B00000ERRT,A1R6DCPZV6NA13,5.0
75188,B00000ERRT,APOGXH3A74CM3,5.0
75192,B00000ERRT,A3BNGG8LDBJZBC,5.0
75193,B00000ERRT,A14OC67MXL92FA,5.0
75194,B00000ERRT,A2YARCE69AJTVB,5.0
75196,B00000ERRT,A1NV8HZTGKIPXQ,5.0
75201,B00000ERRT,A3V6Z4RCDGRC44,5.0
75202,B00000ERRT,A29ZCVZWIWZBCH,5.0
75207,B00000ERRT,A3JDLGOX8XQSHL,5.0
75210,B00000ERRT,A1QP5VCWEL1LHD,5.0
75213,B00000ERRT,A34Y1FT0MTD7C9,5.0
75219,B00000ERRT,A2ZQAJOAV8FLCY,5.0
75243,B00000ERRT,A3464G00K8ZYD1,5.0
75245,B00000ERRT,A22VNXHU6IZ5MT,5.0
75246,B00000ERRT,A36RS7KTNOBROF,5.0
75249,B00000ERRT,A1F9BYW13Q9CAE,4.0
75252,B00000ERRT,A2RFR3QSF0VOVG,5.0
75254,B00000ERRT,A26NLSTT75FMJM,4.0
75256,B00000ERRT,AV5G37VFE5NVD,4.0
75259,B00000ERRT,A1KDCQJVWW5S6E,5.0
75262,B00000ERRT,AVTZOXU568VNT,3.0
75263,B00000ERRT,A2BO41VARYGTAC,5.0
75269,B00000ERRT,A2UYAFQ40U2PHS,5.0
75275,B00000ERRT,A2R6RA8FRBS608,5.0
75279,B00000ERRT,A2HWD9PTM7RBXN,5.0
75282,B00000ERRT,AWPODHOB4GFWL,5.0
75284,B00000ERRT,A25AXWGBGJ5KBS,5.0
75285,B00000ERRT,AFTQNEHB3TCAY,5.0
75295,B00000ERRT,A16CZRQL23NOIW,5.0
75297,B00000ERRT,A1L1NYH387VKGM,5.0
75301,B00000ERRT,A2C7BOQVFH1HLE,5.0
75313,B00000ERRT,A1534MBU6VJXYN,5.0
75314,B00000ERRT,A1IKOYZVFHO1XP,5.0
75316,B00000ERRT,A1CQCS17LQCHIH,4.0
75322,B00000ERRT,A2ASIT0JYIGHTA,4.0
75325,B00000ERRT,AYOO12C9Y2T95,4.0
75333,B00000ERRT,A1GN8UJIZLCA59,5.0
75345,B00000ERRT,AGVR19CUIGRCA,5.0
75348,B00000ERRT,A2UA7FRFCDDZOW,5.0
75360,B00000ERRT,A13IKSGDYNBNQS,5.0
75361,B00000ERRT,AHN34TYB15NWF,5.0
75362,B00000ERRT,A59H9BL8L9Y4Z,5.0
75365,B00000ERRT,A1KDC9KBKJ58W6,1.0
75378,B00000ERRT,A3PGGPL7FM9F81,4.0
75379,B00000ERRT,AMCE2WW5J84EU,5.0
75382,B00000ERRT,A12R54MKO17TW0,5.0
75388,B00000ERRT,ANMAEMCHWTH6R,5.0
75391,B00000ERRT,A16T7YAVRO2T95,5.0
75395,B00000ERRT,A3A3M74WE0YYPS,5.0
75399,B00000ERRT,A1906RZITWT2K2,5.0
75401,B00000ERRT,A1EKTLUL24HDG8,5.0
75403,B00000ERRT,AQP1VPK16SVWM,5.0
75404,B00000ERRT,A1LFRJ3CSQFCI6,5.0
75409,B00000ERRT,A398G8OOGZMR69,5.0
75410,B000000Z70,A17ZLPBIOB6GB8,5.0
75413,B000000Z70,A34UJ7SVR8NYZS,4.0
75415,B000000Z70,A3SUG1O5YSG659,5.0
75437,B000060PCM,A2PVUFJ8SQHPS7,5.0
75439,B000060PCM,A2TZKXU6Q0EDNP,5.0
75443,B000060PCM,AYA6ZPNJ7UQMH,4.0
75445,B000060PCM,A2SAACJP0XRK3,5.0
75449,B000060PCM,ACE57M02TNPJW,3.0
75457,B000060PCM,A84P2QF6L57YX,5.0
75461,B000060PCM,A1D2C0WDCSHUWZ,4.0
75463,B000I5YVTI,A2WZ1B92F81LJJ,5.0
75465,B000I5YVTI,AFVROUVTT63XM,5.0
75474,B00000ERRL,A2GPN2VKS8E77C,5.0
75483,B0006TN6SI,A2WQY1B8ZS7QRZ,3.0
75485,B0006TN6SI,AXZNYIM2FG63S,5.0
75489,B0006TN6SI,ANXRJ8TU82KD5,5.0
75494,B0006TN6SI,ANBOOQR5NVJPM,5.0
75506,B00027JYU8,A84P2QF6L57YX,3.0
75509,B00027JYU8,A33D1LPCYUANWE,5.0
75513,B00027JYU8,AYA6ZPNJ7UQMH,2.0
75525,B0001BKARG,A2A7NHE5HTK79N,4.0
75540,B000060PC6,A1SMNK99BI7WTE,2.0
75542,B000000Z7S,A2H0JYMK5IR0HY,5.0
75545,B00004TBWQ,A12I9G6JQ6IW2V,3.0
75548,B000060PCA,A386NVAVQV5WUO,5.0
75551,B00000ERR7,AEZNM3UCUIUCX,5.0
75557,B0000TSR0G,A392WLAMBV6TF1,4.0
75565,B000000Z7H,AQ9T9A5WJXVA9,4.0
75567,B000000Z7D,A1V96UFJQ8HRNK,4.0
75570,B000000Z73,A2I6V7JNUR85MQ,4.0
75572,B000056605,A1ODZ7SDUPEGNK,4.0
75590,B000F3UABG,A22PLUFHYLF0DD,4.0
75597,B00004TBWR,A1A5V45PC8HDX7,5.0
75598,B00004TBWR,AQP1VPK16SVWM,5.0
75599,B00004TBWR,A1GIIPXONCEEHP,5.0
75602,B00004TBWR,A1GN8UJIZLCA59,5.0
75603,B00004TBWR,A1BS8YM712C0VJ,5.0
75604,B00004TBWR,A67PVK23U7CZZ,5.0
75606,B00004TBWR,A26NLSTT75FMJM,4.0
75607,B00004TBWR,A2IK9YLARCZ9YG,5.0
75613,B00000ERRC,A70YTUFJY5HXN,5.0
75620,B00005USL6,A2R6RA8FRBS608,5.0
75625,B00000ERRZ,A22AM3QW6TCYQJ,4.0
75628,B00000ERRZ,A6FIAB28IS79,4.0
75630,B00000ERRZ,A1RPTVW5VEOSI,5.0
75634,B000000Z7I,AQ9T9A5WJXVA9,4.0
75636,B000000Z7E,A1V96UFJQ8HRNK,4.0
75643,B00000ERRV,A3DDSAGWD0UN9H,3.0
75663,B000000Z72,AQ9T9A5WJXVA9,4.0
75669,B000060PC8,ABH4G7TVI6G2T,4.0
75685,B000060PCC,AFPQVUEI3D46K,3.0
75708,B000060PCC,A2UR38SZPVA07I,4.0
75722,B000060PCC,A2RHV42BTJSVON,4.0
75791,B000060PCC,A3OMPSEVL59ZDK,3.0
75803,B000060PCC,AFITDZEWKJKAM,4.0
75833,B000021YMW,AJMO5NI0FNMDQ,5.0
75839,B000021YMW,A1NDMIBMK5R2KG,5.0
75846,B000021YMW,A1TJEQR04YNNIH,5.0
75848,B000021YMW,A18HT6WNU6GH8R,5.0
75856,B000021YMW,ADCFUY7WTZA6A,5.0
75860,B000021YMW,A2L3WEVFOCA7OY,5.0
75861,B000021YMW,A1POGYGC5C99W5,4.0
75891,B000021YMW,A3HTPZWRCB3OI1,5.0
75897,B000021YMW,A2N2ZODYZIP9MZ,5.0
75903,B000021YMW,AY30ELGA079AS,5.0
75904,B000021YMW,A22N9H8V0RYQR3,1.0
75907,B000021YMW,A1P6NTDL1BKLDV,5.0
75909,B000021YMW,A1CLEJTQYIBJMF,5.0
75921,B000021YMW,APZSWNPMVSZ84,5.0
75930,B000021YMW,A2WRWK0ARXOFSZ,5.0
75938,B000666URA,A3VZVYWCTGIEV0,4.0
75939,B000666URA,A1W16J9R4DOBEC,4.0
75940,B000666URA,A38U2M9OAEJAXJ,5.0
75942,B000666URA,A9Q28YTLYREO7,5.0
75943,B000666URA,A3OLZXHFGUAMWW,5.0
75948,B000021YM8,A1JR2I28JIJFG2,4.0
75954,B000021YM8,A1P6NTDL1BKLDV,4.0
75959,B000021YM8,A175TPTHMNS7S4,4.0
75961,B000021YM8,A1TJEQR04YNNIH,4.0
75966,B000021YM8,A2ETZ7GF5B1712,4.0
75967,B000021YM8,A2N2ZODYZIP9MZ,4.0
75968,B000021YM8,A2BEU7GPGNIG44,5.0
75972,B0000003NU,A25MZ7A5A4I6Z5,5.0
75974,B00005660P,A2ID75GO9Z7ZU9,4.0
75975,B00004TBWT,A2AOYGUD72ZTRW,5.0
75983,B00004TBWT,A1BS8YM712C0VJ,5.0
75985,B00004TBWT,A2IK9YLARCZ9YG,5.0
75986,B00004TBWT,A2HWD9PTM7RBXN,5.0
75988,B00004TBWT,A1GN8UJIZLCA59,5.0
75989,B00004TBWT,A1A5V45PC8HDX7,5.0
75991,B00004TBWT,A26NLSTT75FMJM,5.0
75992,B00004TBWT,AQP1VPK16SVWM,5.0
75993,B000021YMO,A35PW54S1FX8B7,5.0
75994,B000021YMO,AD65VRJZIUKKV,5.0
75998,B000021YMO,A141XAG09QATRB,5.0
76001,B000021YMO,A3LA5EHF2WWNFK,4.0
76002,B000000Z7V,A2CW9IQAPFEYLM,5.0
76010,B00000ERR2,ALPAZZNZVS18X,3.0
76023,B00004TBWX,AQP1VPK16SVWM,4.0
76026,B00004TBWX,A3PGGPL7FM9F81,4.0
76027,B00004TBWX,A1G2T0T5COZOC0,3.0
76029,B00004TBWX,A3QWNQ2WA7QZYJ,2.0
76031,B00000ERRI,A1K98522MBZV0M,5.0
76035,B00000ERRI,A1T533F5FIA8IE,5.0
76037,B00000ERRI,A1KBRU1L40DTJY,5.0
76038,B00000ERRI,A356RFKNIG043B,5.0
76042,B00000ERRI,AEZNM3UCUIUCX,5.0
76044,B000000Z74,A4E19TEVRC9RG,5.0
76067,B00027JYUS,AQ4B80F0JSBNI,5.0
76090,B000060PC2,A3CN9CCJUNIPKT,5.0
76092,B000060PC2,A1ODZ7SDUPEGNK,4.0
76100,B0000003NT,A25MZ7A5A4I6Z5,5.0
76104,B000021YM9,A14W1VNMMYLWND,5.0
76111,B00005A03D,A367Q9VRWQZG7W,5.0
76120,B00000ERRH,AJYSM99XWVT4O,4.0
76121,B00000ERRH,A8EDTKSPOMRWK,5.0
76123,B00000ERRH,A195PCNYWRB75,5.0
76140,B0002N6G4Y,A2CH1K8VK94C4H,4.0
76155,B00004TBWN,AAG1G1VAIQJIT,5.0
76159,B00004TBWN,A2IK9YLARCZ9YG,5.0
76160,B00004TBWN,A1GIIPXONCEEHP,4.0
76164,B00004TBWN,A30XZO9A3H5BYH,4.0
76165,B00004TBWN,A1GN8UJIZLCA59,4.0
76173,B00004TBWV,A2IK9YLARCZ9YG,5.0
76175,B00004TBWV,A1LKBVKBHII5T5,4.0
76177,B00004TBWV,A26NLSTT75FMJM,4.0
76182,B00004TBWV,A2INX8B6VXUVW6,4.0
76189,B00005660R,A29I113118VD8N,5.0
76196,B00005660R,A2HR4MLTTXC23A,5.0
76209,B00005660R,A1J5KCZC8CMW9I,4.0
76216,B00005660R,AUW3HCCTUOARV,5.0
76221,B00005660R,A2Y4MUU6R9NDUR,2.0
76235,B000060PCF,A2P49WD75WHAG5,4.0
76245,B000060PCF,A2JVBNO9A6JAVV,5.0
76255,B00000ERRG,AUDMEN4VFE8CM,4.0
76256,B00000ERRG,A3AXPB7OPZNOP4,5.0
76259,B00000ERRG,A1EAFFJQ2NDHGC,3.0
76260,B00000ERRG,A3TETPLQ10E0Y9,3.0
76280,B00000ERRK,A1A87TUBBDPMF0,5.0
76281,B00000ERRK,AK6MY2AQUMLTR,5.0
76283,B00000ERRK,A2NNTNC715AJ50,5.0
76288,B00000ERRK,AE9O506V6FLLT,5.0
76294,B00000ERRK,AZX0R6GC9106N,5.0
76299,B00000ERRK,A31U2QT7SAL7K,5.0
76305,B00000ERRK,AV5G37VFE5NVD,5.0
76317,B00000ERRK,A2GPN2VKS8E77C,5.0
76320,B00000ERRK,A3M0XI1C89RQMF,5.0
76322,B000060PCJ,ADJXL0W0RJ7VV,5.0
76326,B00004TBWZ,A3GD0ZJBU0IFMP,5.0
76329,B00005USLP,A22N03OBDDVSEB,5.0
76341,B00049QPCY,A1RZFQNM6C3Y0I,4.0
76342,B00049QPCY,A2WQY1B8ZS7QRZ,4.0
76346,B00049QPCY,A2X27FQSHP418Y,2.0
76347,B00049QPCY,A331OF34UX4Y1K,4.0
76353,B00000ERRR,AQ0BJOP7U7Z0K,4.0
76354,B00000ERRR,A1EAFFJQ2NDHGC,4.0
76357,B00000ERRR,A1Q8TMHHMPQHO9,5.0
76360,B00000ERRR,A1DQ9D8DWCWF9H,5.0
76361,B00000ERRR,A2ZQXJD7YUIEHB,2.0
76364,B00007LTJ8,A1XI5UAJE5Z6KN,4.0
76370,B0000003N9,A2WZ1B92F81LJJ,5.0
76379,B00004TBWO,A2IK9YLARCZ9YG,5.0
76384,B00004TBWO,A1GN8UJIZLCA59,5.0
76385,B00004TBWO,A26NLSTT75FMJM,3.0
76389,B000060PCG,A3P8LNL5WY96UA,3.0
76397,B00004TBWW,A1L39B3I6KC7M2,5.0
76398,B00004TBWW,A1A5V45PC8HDX7,4.0
76399,B00004TBWW,A2IK9YLARCZ9YG,5.0
76400,B00004TBWW,AQP1VPK16SVWM,2.0
76402,B00004TBWW,A2HWD9PTM7RBXN,4.0
76405,B00004TBWW,A26NLSTT75FMJM,2.0
76406,B00004TBWW,A1G2T0T5COZOC0,1.0
76407,B00004TBWW,A3PGGPL7FM9F81,3.0
76424,B00000ERRF,A2KD62P971YDYL,5.0
76427,B00000ERRF,A2KN89AD9G1NNX,5.0
76431,B00000ERRF,A29I113118VD8N,4.0
76432,B00000ERRF,A5WDJI6VT51TK,4.0
76433,B00000ERRF,A17DI37DFS230A,5.0
76441,B000021YM7,A2X7NBUETXC19E,4.0
76453,B00000ERRJ,A23BA0P1V4LNL5,5.0
76458,B00000ERRJ,A3R5TRN2UP8788,5.0
76462,B00000ERRJ,A5A2QE6NECFR5,4.0
76463,B00000ERRJ,A3QS4WWC1LCA6H,4.0
76466,B000000Z7Y,AFVROUVTT63XM,4.0
76476,B000000Z82,A17ZLPBIOB6GB8,5.0
76485,B0000003OY,AOYG55WW7V47K,5.0
76487,B000000Z8E,A6FIAB28IS79,5.0
76489,B000000Z8E,A2CW9IQAPFEYLM,4.0
76500,B00008Y4E8,A1AYEI2SNFPYES,5.0
76501,B00008Y4E8,AD12AIZC332IR,5.0
76503,B00008Y4E8,A3FVFJ8D95E9KY,5.0
76509,B00008Y4E8,A3TKSE5YH6D9L7,5.0
76514,B000000Z8I,AQ9T9A5WJXVA9,4.0
76519,B000666USY,A1P6NTDL1BKLDV,5.0
76521,B000666USY,A59H9BL8L9Y4Z,5.0
76528,B000666USY,A2162NFEC5ZSDQ,5.0
76534,B000666USY,A1R6DCPZV6NA13,5.0
76541,B000666USY,A31U2QT7SAL7K,5.0
76543,B000666USY,A3M88RCAR2T804,5.0
76550,B000666USY,A24N1BAS3CU27H,5.0
76552,B000666USY,A175TPTHMNS7S4,5.0
76553,B000666USY,A1C0TJ7KW0M10C,5.0
76554,B000666USY,A1GN8UJIZLCA59,5.0
76572,B000666USY,A3RI9UWBHQ6D51,5.0
76590,B000666USY,A3UI85DYGMDA15,5.0
76591,B000666USY,A9Q28YTLYREO7,5.0
76592,B000666USY,A3R75H3IPPC2UX,5.0
76596,B000666USY,A387YLO8B1CCB8,5.0
76605,B000666USY,A22HN0VTP9TCLJ,5.0
76612,B000666USY,A3F8IKGYL9JQFG,5.0
76617,B000666USY,A8IFUOL8S9BZC,3.0
76622,B000FTBNXO,A1X93ES4DITTWK,3.0
76623,B000FTBNXO,AQDRA2PILMEAY,3.0
76626,B000FTBNXO,A1HFVQZIDK7UUD,3.0
76628,B000FTBNXO,A1LDIMQISH07WK,5.0
76638,B000FTBNXO,A7Y6AVS576M03,5.0
76639,B000FTBNXO,A1OWEPSA5J8QT1,5.0
76642,B000FTBNXO,A2K150EBPF8LT7,4.0
76672,B000FTBNXO,ABS3C0BMVW7RK,5.0
76677,B000FTBNXO,A1O0X40ABJUIAT,5.0
76683,B000FTBNXO,ABE14SVILZLNY,5.0
76705,B000FTBNXO,A31FZT2U3G9KIP,5.0
76706,B000FTBNXO,A2LO7C2HXJNZGW,4.0
76714,B000FTBNXO,A2RHV42BTJSVON,5.0
76724,B000FTBNXO,A3RUTBWPGVAR78,5.0
76726,B000FTBNXO,A1WWDFQ8HSKT0,4.0
76728,B000FTBNXO,A3RV0VQKIM2HSW,4.0
76730,B000FTBNXO,AXFI7TAWD6H6X,4.0
76746,B000FTBNXO,A3IA5HIDD2XFQ7,5.0
76747,B000FTBNXO,A29TNAVMPYFRDF,4.0
76765,B000FTBNXO,A299AG3O394X32,3.0
76782,B000FTBNXO,A19RTWM1F4ZU89,4.0
76785,B000FTBNXO,A2BEU7GPGNIG44,5.0
76786,B000FTBNXO,A3W0POMI33YQXQ,5.0
76793,B000FTBNXO,A170QM825KM60W,5.0
76801,B000FTBNXO,A3C6CZC2JP67VK,4.0
76802,B000FTBNXO,A3QZA3MXC75V4E,3.0
76806,B000FTBNXO,A1OC3D2LGBFDJ4,4.0
76809,B000FTBNXO,A7VCK76U0QOQ1,5.0
76818,B000FTBNXO,A1UH3S1GVFSMFH,1.0
76830,B000FTBNXO,AY5ZI7ZUPWM1Y,4.0
76838,B000FTBNXO,A3OLZXHFGUAMWW,5.0
76847,B000FTBNXO,ABK3OVKOINYZT,3.0
76871,B000FTBNXO,A3SV72ZAHH2IDH,4.0
76886,B000FTBNXO,A3VUQHTV0ENO79,5.0
76889,B000FTBNXO,A31FNEBGVMJ1OD,4.0
76890,B000FTBNXO,A1ZEC2CUWJD8OM,4.0
76912,B000FTBNXO,A3KGYTO6CF8MGF,4.0
76918,B000FTBNXO,A3846X6RQ7K3N3,5.0
76928,B000FTBNXO,A1FML9FCUPV6TI,5.0
76929,B000FTBNXO,AL76F7RUAG4IV,5.0
76936,B000FTBNXO,A3RC3AK8UN89I9,5.0
76953,B000FTBNXO,AKUKO0AIHRSXZ,5.0
76955,B000FTBNXO,A11H85UYL2R4KX,5.0
76959,B000FTBNXO,A1YQ6QB2127AJ4,5.0
76987,B000FTBNXO,A1JRHL29A1ABOT,5.0
76988,B000FTBNXO,A3OO4WIO4SKD55,5.0
77007,B000FTBNXO,AMP7TQRWAIE84,4.0
77047,B000FTBNXO,A8M4WE1MT4R4O,4.0
77049,B000FTBNXO,A1QJHZUUMKZYZG,5.0
77053,B000FTBNXO,A1BKHQN13M9S8H,5.0
77055,B000FTBNXO,A1XFNWGTPMG1AE,4.0
77058,B000FTBNXO,A28QMIV3V0NJYL,5.0
77074,B000FTBNXO,AGZ28CC1MLUAD,4.0
77095,B000FTBNXO,A1LW3EJPKTNJ75,3.0
77115,B000FTBNXO,A2OYT6UXIH4WSS,5.0
77116,B000FTBNXO,A3HU0B9XUEVHIM,5.0
77131,B000FTBNXO,A2AFBVM5O9R09V,5.0
77132,B000FTBNXO,A23IOPI0D1OG7V,5.0
77133,B000FTBNXO,A2FL41BCS486E8,5.0
77134,B000FTBNXO,A38U2M9OAEJAXJ,5.0
77151,B000FTBNXO,A1B2MF00TB0ECG,5.0
77156,B000FTBNXO,AGAMDS21PJZPK,5.0
77165,B000FTBNXO,A35JR4D6FLXYRQ,5.0
77171,B000FTBNXO,A3H9YKO0XTLOJA,5.0
77179,B000FTBNXO,A2J75ERORJDMR0,5.0
77188,B000FTBNXO,AWFDFLR1DA23A,5.0
77190,B000FTBNXO,AJK5WHV1GW941,3.0
77215,B000FTBNXO,A200C7YQJ45LRR,3.0
77221,B000FTBNXO,A2XY7164O8EJ0K,5.0
77248,B00000ERSQ,A3HU0B9XUEVHIM,5.0
77249,B00000ERSQ,A252HNVAZENVNE,4.0
77250,B00000ERSQ,A9Q28YTLYREO7,4.0
77264,B00099HFJG,A3KMTOFTUUNFHG,4.0
77284,B00099HFJG,AILGCFXH3NN7Y,1.0
77287,B00099HFJG,A3AULUO1X4XON7,2.0
77291,B00099HFJG,A2WGCHELE4HFCA,4.0
77293,B00099HFJG,A33D1LPCYUANWE,4.0
77296,B00099HFJG,A235NA61RC6YC1,2.0
77303,B00099HFJG,AS5WZV6SBZAAK,4.0
77304,B00099HFJG,A1UMZ8CMS5X54H,5.0
77310,B00099HFJG,A2LNEZD3YBO12O,3.0
77314,B00099HFJG,A200C7YQJ45LRR,3.0
77315,B00099HFJG,A3VBVES8IYR5ZJ,4.0
77323,B00005USMS,A2YARCE69AJTVB,5.0
77324,B00005USMS,A1RJD10TTI568L,4.0
77329,B00005USMS,A2EENLV6OQ3DYM,4.0
77331,B00005USMS,A1D2C0WDCSHUWZ,4.0
77332,B00005USMS,A2TAPL67U2A5HM,4.0
77333,B00005USMS,A23BA0P1V4LNL5,3.0
77339,B00005USMS,A1J5KCZC8CMW9I,4.0
77341,B00005USMS,A3ADFUS74MLPMA,5.0
77343,B00005USMS,A3TXWIDMKRYG3J,3.0
77348,B000I5YVUM,A1JD47BAWO83W6,4.0
77349,B000I5YVUM,A70YTUFJY5HXN,5.0
77364,B000I5YVUM,A9Q28YTLYREO7,2.0
77371,B000I5YVUM,A33BRRN8KHO50E,5.0
77376,B000I5YVUM,A27RIWPJMP3XYD,4.0
77389,B000000Z83,AQ9T9A5WJXVA9,3.0
77400,B00004TBXF,AI4KLD5A49XUL,5.0
77402,B00004TBXF,A3LPD7NTGFH7V4,5.0
77405,B00004TBXF,A34YDWC3VGB366,4.0
77408,B00004TBXF,A1OB5L3WMHJAD9,2.0
77413,B00000ERSH,AE42JLYPXUI45,4.0
77416,B000000Z8D,A34UJ7SVR8NYZS,5.0
77417,B000F8DT4G,A2R1GFS6P1PC18,4.0
77430,B00000ERS3,A7Y6AVS576M03,3.0
77441,B00000ERS3,A1KDGSZEJXSE9S,3.0
77446,B00000ERS3,A11Y4DNKO33I67,5.0
77473,B00000ERS3,A235NA61RC6YC1,2.0
77476,B00000ERS3,AAJGG0PD8C7GU,5.0
77490,B000000Z8P,A2EXDP1BBSAFQ6,4.0
77491,B000000Z8P,AQ9T9A5WJXVA9,4.0
77513,B00000ERSP,A3QWNQ2WA7QZYJ,2.0
77514,B00000ERSP,A2QHM5HBSIXRL4,5.0
77518,B00000ERSP,A14GK0E64J0WAS,5.0
77528,B000000Z8G,AQ9T9A5WJXVA9,4.0
77529,B000000Z8G,A3ITEDV7EYMF09,5.0
77537,B00004TBX2,A2INX8B6VXUVW6,4.0
77546,B0001ZX2EU,A3R5TRN2UP8788,5.0
