,productId,title,userId,score,category
32134,B0000261KX,Solo Concert,A2O3PW57IFNUHV,5.0,Music| Folk| Jazz| Pop
32164,B000A2PHIS,Flying One Hour Of Space Rock,A16XRPF40679KG,3.0,Music| Pop
32176,B0001GYJQE,No More Lies,A24D4ND2K1TEOA,4.0,Music| Alternative Rock| Hard Rock & Metal| Pop| Rock
32185,B000069RKF,Thizzelle Washington,AD65VRJZIUKKV,5.0,Music| Pop| Rap & Hip-Hop
32194,B000069RK1,Harley Huggins & Barn Dance Gang,A3CN9CCJUNIPKT,5.0,Music| Broadway & Vocalists| Country| Pop
32195,B0000046J2,90 Degrees With 100% Humidity,A6FIAB28IS79,5.0,Music| Jazz| Pop
32198,B0000261KW,Chaser,A3K0CRZ5ZCYCKF,4.0,Music| Jazz| Pop
32229,B000085RUY,Roadhouse Research,AL3Z1LZXS0Q1U,5.0,Music| Blues| Pop
32247,B0000046JP,Concerto De Aranjuez,A1ANRKHR4QWXJU,3.0,Music| Classical| Jazz| Latin Music| Pop| World Music
32264,B000069RKS,Respect,AAQMHLS8BN9YJ,2.0,Music| Dance & Electronic| Pop| R&B| World Music
32271,B00000DVCP,Dig It,A2FIHHDKKEYT0Z,3.0,Music| Alternative Rock| Dance & Electronic| New Age| Pop| Rock
32272,B00004SFHE,Serious Reggae Album 2,AZX0R6GC9106N,5.0,Music| Alternative Rock| Pop| World Music
32274,B000069RL7,Balance 003,AYTGG6XTVUG7G,5.0,Music| Dance & Electronic| Pop
32282,B0000046KL,Pocket City,AO4A961ZKHJPL,4.0,Music| Jazz| Pop| R&B
32318,B0000046KX,Distortion of Love,ALB750AGQG4Q0,5.0,Music| Jazz| Pop
32319,B0000046K6,You Gotta Pay the Band,A319KYEIAZ3SON,4.0,Music| Broadway & Vocalists| Jazz| Pop
32341,B00000DVCQ,Mirage,A2TAPL67U2A5HM,5.0,Music| Alternative Rock| Dance & Electronic| New Age| Pop| Rock
32359,B0000046KM,Here's to Life,APZSWNPMVSZ84,5.0,Music| Broadway & Vocalists| Jazz| Pop
32430,B0000046KU,Inside Life,A1QP5VCWEL1LHD,4.0,Music| Dance & Electronic| Jazz| Pop| R&B
32433,B00000DVC2,Game Check,A12992398DDK8X,5.0,Music| Blues| R&B
32435,B000063WUU,Through the Years,AF74UAKV3Q3W0,4.0,Music| Miscellaneous| New Age| Pop
32438,B0000046K5,Cole Porter Songbook 2: I Get a Kick,A2R6RA8FRBS608,5.0,Music| Broadway & Vocalists| Jazz| Pop| Soundtracks
32459,B000069RLN,The Rising (Special Packaging),A1XX5797TIZT5Q,5.0,Music| Classic Rock| Folk| Pop| Rock
32585,B0000046KZ,Jazz Round Midnight,A32Q0R5AVPCNWO,5.0,Music| Broadway & Vocalists| Jazz| Pop
32589,B0000046K4,"I Get A Kick Out Of You: The Cole Porter Songbook, Volume II",A2R6RA8FRBS608,5.0,Music| Broadway & Vocalists| Jazz| Pop| Soundtracks
32597,B0000261LJ,Facing You,A2TGFURT008O0A,5.0,Music| Jazz| Pop
32625,B000A7PP58,Dreams Pt.1,A1U996YEDDRCD7,4.0,Music| Rap & Hip-Hop
32638,B0000046KH,Lush Life: Music of Billy Strayhorn,AJYSM99XWVT4O,5.0,Music| Jazz| Pop
32649,B0000046KD,Mississippi Lad,A2FJCITRT7GQ0N,4.0,Music| Jazz| Pop
32652,B0000261LA,American Garage,A1RJJ56MBJMX87,3.0,Music| Jazz| Pop
32684,B00070DKWI,Black & White Town Pt.1,A1IQH2NNRNGSA8,4.0,Music| Alternative Rock| Pop| Rock| World Music
32687,B00000DVCX,Planet Gemini,A36WY9KM0NZSH7,4.0,Music| Hard Rock & Metal| Pop| Rock
32716,B0000046KP,Spirits of Our Ancestors,A1LKRGU650HBXW,5.0,Music| Jazz| Pop
32737,B000069RLE,Only a Woman Like You,A1FCDOBRMQU1FJ,4.0,Music| Broadway & Vocalists| Pop| Rock
32749,B00004TB3Y,Diamond Is a Hard Rock,A1HMBIRR0RJ1NI,3.0,Music| Hard Rock & Metal| Pop| Rock
32763,B0000046KJ,Mbaqanga,A1RJD10TTI568L,5.0,Music| Classic Rock| Pop| Rock| World Music
32765,B0001I51UA,Emocean,AK8B26S9ATCN7,4.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
32772,B000N60H9K,Beethoven: Piano Concertos Nos. 1 & 2,A21VR7M8O55EF6,5.0,Music| Classical
32790,B00004TB3Z,Fill Me in / Apartment,A33ZB5KUZUAKVK,5.0,Music| Dance & Electronic| Pop| R&B
32802,B0001I51UU,Eternity,A2X7NBUETXC19E,4.0,Music| Pop| Rock
32825,B00000DVCW,X,A1J6788AD55AW5,5.0,Music| Alternative Rock| Dance & Electronic| New Age| Pop| Rock
32835,B0000261L9,Bright Size Life,A34FPRUXN3L6B,4.0,Music| Jazz| Pop
32885,B000026X5A,River,A1RJD10TTI568L,5.0,Music| Classic Rock| Pop| Rock
32890,B0000046KG,Like Someone in Love,A34UJ7SVR8NYZS,5.0,Music| Broadway & Vocalists| Jazz| Pop
32922,B00009WQUD,Berlioz: Cantatas,A23QN46H32A1PC,4.0,Music| Classical| Pop
32939,B000069RM9,Rich Sounds of,A2MIJYUH0L6TNE,5.0,Music| Country| Pop
32942,B0000046LU,Exclusively for My Friends,A1HT4FYHTVWMAQ,5.0,Music| Jazz| Pop
32953,B0000046LY,Original Mambo Kings,A16CZRQL23NOIW,5.0,Music| Blues| Jazz| Latin Music| Pop| World Music
32956,B000069RMZ,Very Best Album Ever,A2NJO6YE954DBH,5.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
32960,B000EQ46VY,Best of Mtume: Lucas,A2CH1K8VK94C4H,4.0,Music| Dance & Electronic| Jazz| Pop| R&B
32964,B0000046L7,Haunted Heart,A1RJJ56MBJMX87,4.0,Music| Broadway & Vocalists| Jazz| Pop
32974,B00009WQUE,Stravinsky: The Firebird (Transcribed for Piano by the Composer),A2PAD826IH1HFE,3.0,Music| Classical
32985,B000252CBI,Servants of Chaos,A3BT5ZLAZ87H1Q,4.0,Music| Hard Rock & Metal| Pop| Rock
32988,B0000046LT,1946 Jazz at the Philharmonic Concert,A1I4HJDNBC0CF3,4.0,Music| Jazz| Pop
32992,B000N3SPBU,Spectrum Collection,A9Q28YTLYREO7,4.0,Music| Dance & Electronic| Pop| R&B| Rock
33011,B000N7VJYG,Blast Of Silence (1986 ),A10XJR7CWHNKWU,4.0,Music| Alternative Rock| Rock
33014,B00004TB4K,Last Dance,A3LA5EHF2WWNFK,4.0,Music| Pop| Rap & Hip-Hop
33041,B0000046LO,Christmas Cookin',AMQ37QNEIZCGS,4.0,Music| Classical| Jazz| Miscellaneous| Pop| World Music
33050,B0000046LW,Dizzy's Diamonds: The Best Of Verve Years,A1T31SS3RUQG2V,4.0,Music| Jazz| Latin Music| Pop
33072,B00004SFIQ,Olympian,A24D4ND2K1TEOA,5.0,Music| Alternative Rock| Rock
33093,B00009WQUG,"Schubert: Complete Quartets, Vol. 5",A2PAD826IH1HFE,4.0,Music| Classical
33107,B000P0IJKI,Didascalies,A1Z7CGK1LX1S2I,5.0,Music| Dance & Electronic| Pop| Rock| World Music
33110,B0000046LN,Compact Jazz,A121KILIQOOR26,4.0,Music| Broadway & Vocalists| Jazz| Pop
33111,B00009WQUK,"An Introduction to Mozart's ""The Marriage of Figaro""",A2PAD826IH1HFE,5.0,Music| Classical| Miscellaneous
33125,B000069RMY,Outside Woman Blues,AL3Z1LZXS0Q1U,4.0,Music| Blues| New Age| Pop| Rock| World Music
33127,B0000046LZ,'S Wonderful: The Gershwin Songbook,A1A3485UTN4SS,5.0,Music| Broadway & Vocalists| Jazz| Miscellaneous| Pop
33132,B000N7WFDA,Bon Voyage,A2G739QT58GMQV,5.0,Music| Alternative Rock| Christian
33147,B000TC8FAG,Alive She Cried,AV5G37VFE5NVD,4.0,Music| Rock
33163,B0002A2VC8,Go My Way,A16J690RW5ALML,5.0,Music| Hard Rock & Metal| Pop| Rock
33200,B00004TB4Y,Carry Me Across the Mountain,A36EW68H08UOCS,5.0,Music| Country| Folk| Pop
33230,B0000046LQ,At the Shrine,A2ZQXJD7YUIEHB,4.0,Music| Jazz| Pop
33234,B0000046LH,Devil's Got Your Tongue,A1YRLTQX3ZXC9C,5.0,Music| Broadway & Vocalists| Jazz| Pop
33238,B0000261M5,A Chorus Line,ABH4G7TVI6G2T,4.0,Music| Pop| Soundtracks
33251,B0000046LP,The Oscar Peterson Trio at the Stratford Shakespearean Festival,A6FIAB28IS79,5.0,Music| Jazz| Pop
33266,B0000046LK,Basie Plays the Blues,A3MQVJ1JNGHDSP,5.0,Music| Blues| Jazz| Pop
33268,B00009WQUB,"Bax: Sinfonietta; Overture, Elegy and Rondo",AFVROUVTT63XM,5.0,Music| Classical
33269,B0000046L0,Louis Jordan - No Moe! - Greatest Hits [Verve],AQ4B80F0JSBNI,2.0,Music| Blues| Jazz| Pop| R&B
33279,B000058AXN,Supersonic Speed,A1734SMS3837AJ,4.0,Music| Pop| Rock| World Music
33280,B000PSJCFG,Trio Violin Violincello & Piano,A3ULZ8Y0EQNYK9,5.0,Music| Classical
33293,B000L8YVC4,Ingenue,ATK1PI2HWROER,5.0,Music| Country| Pop
33353,B000FLK0A4,Let's Talk It Over,A3IM5IGE0JCLHO,5.0,Music| Blues| R&B
33355,B00009WQU4,"Welte-Mignon Piano Rolls, 1905-1927",A2PAD826IH1HFE,4.0,Music| Classical| Dance & Electronic| Miscellaneous
33361,B000CAALUM,Brighter Path,A38YC9GHJBN2TV,5.0,Music| Blues| Pop| Rock
33366,B0000261MX,I Only Have Eyes for You,AYRPJESM22ERK,5.0,Music| Jazz| Pop| R&B
33375,B0000046LR,At Newport,A6FIAB28IS79,5.0,Music| Jazz| Latin Music| Pop
33386,B00004TB58,What Lies Beneath (Score),A2A7NHE5HTK79N,5.0,Music| Pop| Soundtracks
33396,B000069RN2,Karaoke: Country Gals Singing Machine Multiplex 4x4 CDG,A2CL721N9AO2ER,5.0,Music| Country| Miscellaneous| Pop
33399,B0000261NL,Pat Metheny Group,AMYW43AHO16SS,5.0,Music| Jazz| Pop
33484,B0000046M0,S'Wonderful: Gershwin Songbook,A1A3485UTN4SS,5.0,Music| Blues| Broadway & Vocalists| Jazz| Pop
33500,B0000046MS,Personalidade,A2XOV3ZKGDK55G,5.0,Music| Jazz| Latin Music| Pop| World Music
33501,B000069RNQ,Karaoke: Beach Boys,A2CL721N9AO2ER,4.0,Music| Miscellaneous| Pop
33513,B00004TB59,I Hope You Dance,A2AP1BN2BKVRUR,2.0,Music| Country| Pop
33621,B0000046MF,Trioism,A5WDJI6VT51TK,5.0,Music| Jazz| Pop
33628,B00009WQVB,Monteverdi: Mass for four voices; Mass for Six voices 'In Illo Tempore',A2PR6NXG0PA3KY,5.0,Music| Classical
33630,B0000046M1,Billie's Best,A3N0E03AQD128O,5.0,Music| Blues| Broadway & Vocalists| Jazz| Pop
33650,B0000046MR,Personalidade,A2HI7ZDSJNRWAT,5.0,Music| Jazz| Latin Music| Pop| World Music
33653,B00004TB5Z,Prowline Nighthawk,AV27XCD34D7VI,5.0,Music| Blues| Pop
33671,B00009WQVA,Rimsky-Korsakov: Antar; Russian Easter Festival,A1JWSDDIH5Z7DV,5.0,Music| Classical
33674,B0000261N9,Winds of Change,ALD1CRUBY1365,5.0,Music| Classic Rock| Pop| Rock| World Music
33698,B0000261N5,Works,A1RJJ56MBJMX87,5.0,Music| Jazz
33699,B0000046MI,For Those in Love,A1PL8JA0TEHBVN,5.0,Music| Blues| Broadway & Vocalists| Jazz| Pop
33708,B000A7PP7G,Sometimes I'm Happy/Hit After Hit,A1QUM3UV5TEN60,4.0,Music| Pop| R&B| Rap & Hip-Hop| Rock
33711,B0000046MQ,Personalidade,A1X67QWGL8QVX9,5.0,Music| Jazz| Latin Music| Pop| World Music
33721,B00074CBO2,Hearts in Mind,A3KJ6JAZPH382D,4.0,Music| Country| Folk| Pop| Rock
33745,B00000ER0D,Low Symphony,A3KJ6JAZPH382D,4.0,Music| Classical| Dance & Electronic
33757,B0000VM3YA,Debussy: Complete Works for Orchestra,A1H8LMYXWTYYTI,3.0,Music| Classical| Dance & Electronic| Miscellaneous
33764,B0006A01GW,The Guitar Man,A2YRPENM5SP22T,5.0,Music| Rock
33771,B0000261N4,Lonesome Crow,A233KZTTRORQRF,5.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
33833,B00004TB57,English Suites,A3KSHBSR0LN7KX,4.0,Music| Jazz| Pop
33834,B0000046MH,Swinging Easy,A2KTHPGHWB8BUU,5.0,Music| Broadway & Vocalists| Jazz| Pop
33850,B0001GYJTQ,Where Iron Crosses Grow,A254RFFJDTFJKJ,5.0,Music| Hard Rock & Metal
33858,B00009WQVX,Speechless,A2YE831LVMA3UB,5.0,Music| Jazz| Miscellaneous| Pop| Rock
33906,B000069RNM,Airdrawndagger,A3KGYTO6CF8MGF,5.0,Music| Dance & Electronic| Pop
34025,B0000261ND,Collection,AUEY946M1L939,3.0,Music| Alternative Rock| Pop| Rock| World Music
34042,B00000ER0Z,Xmas With the Academy,A2INX8B6VXUVW6,2.0,Music| Classical| Miscellaneous| Soundtracks
34057,B00009WQV0,Xaver Scharwenka : Piano Concerto No. 2 and Piano Concerto No. 3,A3DDSAGWD0UN9H,3.0,Music| Classical
34076,B00074CBOC,Surrender Dorothy,A1IV4XBV2XEQPQ,5.0,Music| Alternative Rock| Folk| Pop| Rock
34095,B0000VM3Y0,Louis Lortie Plays Ravel's Complete Works for Solo Piano,A1IZETMYA8R2BR,5.0,Music| Classical
34098,B000A7PP76,Don't Turn Your Back on Me/This Is Jackie De Shannon,A8EDTKSPOMRWK,4.0,Music| Folk| Pop| Rock
34102,B000069RNU,Les Chansons Neurotiques,A3CYFDQZH4H5GL,4.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
34112,B0000261NE,Stephan Micus: East of the Night,A1WTYALNQNQG99,5.0,Music| Dance & Electronic| Jazz| Miscellaneous| New Age| Pop| World Music
34117,B0000046MN,Personalidade,A1Q8TMHHMPQHO9,4.0,Music| Jazz| Latin Music| Pop| World Music
34119,B000058AYS,Faur: Requiem; Pavane; Pellas et Mlisande,A2KP92X5N1M27B,5.0,Music| Classical
34123,B000069RN7,Down the Dustpipe 70-71,A3ADUOVTY3TIRU,5.0,Music| Hard Rock & Metal| Pop| Rock
34133,B000N4CEU2,Stella,A23QTZE764PJNS,5.0,Music| Dance & Electronic
34162,B0000046MM,Entre Dos Aguas,A16CZRQL23NOIW,5.0,Music| Jazz| Latin Music| World Music
34165,B00005YVKP,Osama-Yo'Mama,AM6SOTOKGRZGA,5.0,Music| Country| Miscellaneous| Pop
34174,B000026X7I,Bali,A2FEJIORC1MBG3,4.0,Music| Alternative Rock| Classic Rock| Rock
34194,B0000046MY,Tribes Vibes & Scribes,ADNPHEH1FB46K,5.0,Music| Dance & Electronic| Jazz| Pop| R&B| Rock| World Music
34204,B000069RNW,Baadasssss Cinema,A1GEAIK6RX5AHM,5.0,Music| Blues| Pop| R&B| Rock| Soundtracks
34228,B0000046ML,"For You, For Me, For Evermore",A23I4TZSZYSY1Q,5.0,Music| Broadway & Vocalists| Jazz| Pop
34241,B0000261NK,Arbour Zena,AMYT0QYJDL9RX,5.0,Music| Jazz| Pop
34255,B00009WQV3,Early Black Magic: Tribute to Stanley Black,A2Z125PVH4WZE7,5.0,Music| Broadway & Vocalists| Jazz| Latin Music| Pop
34260,B00000ER0Y,I Ching,AQAJCIW3WBJQN,4.0,Music| Jazz| Latin Music| New Age| World Music
34274,B00000ER0A,King & I,A2MSZTF9GRWAJ1,3.0,Music| Broadway & Vocalists| Pop| Soundtracks
34309,B00000ER06,On the Town,A2NFTFQYW8GXIQ,4.0,Music| Broadway & Vocalists| Classical
34318,B0000046MT,Personalidade,A3R5TRN2UP8788,4.0,Music| Jazz| Latin Music| Pop| World Music
34322,B000026X8B,Why Don't You Get a Job?,A1CGLIDN7E5MK8,5.0,Music| Alternative Rock| Pop| Rock
34329,B0000261OR,Leaving The Past Behind,AA2MOLT8YF3P2,5.0,Music| Hard Rock & Metal| Pop| Rock
34330,B0000261OJ,Ecm Works,A2QWF2BJ2FM4R2,5.0,Music| Jazz
34337,B00004TB6H,Ministry of Sound: Clubber's Ibiza Summer 2000,A38U2M9OAEJAXJ,2.0,Music| Dance & Electronic| Pop
34350,B0000046NL,Upon Reflection: Music of Thad Jones,A2I6V7JNUR85MQ,5.0,Music| Jazz| Pop
34358,B000NJBEYY,King of Fools,A6P9HEPEJYM6J,5.0,Music| Christian| Rock
34425,B000026X84,Dreamtime,A3HYUF0V6W1PZC,4.0,Music| Alternative Rock| Rock
34431,B0000046NA,Dinah Jams,A3SUG1O5YSG659,5.0,Music| Blues| Broadway & Vocalists| Jazz| Pop
34501,B000058AZP,Best of Limahl,A3VBVES8IYR5ZJ,4.0,Music| Pop
34508,B0002A2VEQ,Time Flies,A34CXLS24ETLMO,5.0,Music| Jazz| Pop
34515,B000BY93IU,Play,A3MQVJ1JNGHDSP,2.0,Music| Classic Rock| Pop| Rap & Hip-Hop| Rock
34527,B0000046NV,Bossa Nova Brasil,A1Q8TMHHMPQHO9,5.0,Music| Jazz| Latin Music| Miscellaneous| Pop| World Music
34541,B00000ER19,Nostradamus,A2C9V11PM65B3Q,5.0,Music| Classical| Soundtracks
34550,B00000ER1Z,Walkman Jazz,A9Q28YTLYREO7,5.0,Music| Jazz
34556,B0000046N5,Jazz Round Midnight,A39IBJB2PBVC7I,5.0,Music| Blues| Broadway & Vocalists| Jazz| Pop
34570,B0000046NN,Sweet Rain,A2OFSDJB3MVQ16,5.0,Music| Jazz| Miscellaneous| Pop
34584,B0000046N9,More Study in Brown,A6FIAB28IS79,4.0,Music| Jazz| Pop
34635,B000M2XOJU,The Polar Express [Japan Import],AE31M52VLKOG6,5.0,Music| Miscellaneous| Soundtracks
34711,B000026X8A,10,A16E59TW0PGLJ2,4.0,Music| Alternative Rock| Rock
34715,B000EQ46X2,Drowaton (Dig),A14GK0E64J0WAS,4.0,Music| Alternative Rock| Pop| Rock
34736,B00004SFK2,Prince of Darkness,A3HN4OZBYVDTU6,5.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
34746,B0002RN9EA,Forever Endeavor,A2X7NBUETXC19E,4.0,Music| Hard Rock & Metal
34753,B00000ER1W,Why Worry & Nana,AKPCQXDQTRBGG,5.0,Music| Broadway & Vocalists| Pop| Rock
34757,B000063WXS,Elgar: Cello Concerto; Symphony No. 2,A1J6788AD55AW5,5.0,Music| Classical
34767,B000LBMIDU,Aswad,A14CWMXH8UTAFF,4.0,Music| Pop| World Music
34781,B0000046NH,At Basin Street,A9Q28YTLYREO7,5.0,Music| Jazz| Pop
34796,B0000046ND,Helen Merrill & Clifford Brown,A2I6V7JNUR85MQ,5.0,Music| Jazz| Pop
34815,B0000046N3,Jazz Round Midnight,A9Q28YTLYREO7,5.0,Music| Jazz| Pop
34822,B00004TB6L,Reunion at the Albert Hall,A39GW5CBWTIWAZ,5.0,Music| Pop| Rock
34824,B0000261O9,Dolmen Music,AYRPJESM22ERK,4.0,Music| Classical| Jazz
34831,B00009WQW6,I Wear My Skin 2,A254Z4O7ORVL6U,5.0,Music| Hard Rock & Metal| Pop| Rap & Hip-Hop| Rock
34832,B000A7PP8U,Live by Request,A14PS7BDSYKG9U,5.0,Music| Alternative Rock| Classic Rock| Pop| Rock
34842,B00004TB6U,Real Thing,ANEDLXQSCJT3O,5.0,Music| Alternative Rock| Classic Rock| Pop| Rock
34859,B0000261O4,New Chautauqua,A8IFUOL8S9BZC,3.0,Music| Folk| Jazz| Pop
34889,B0000046NI,Bewitched,A1TU1CK2R53CEF,5.0,Music| Broadway & Vocalists| Jazz| Pop
34914,B0009JFBU6,Road Runner & Home Cookin',AYPCUQS6ARWFH,5.0,Music| R&B
34917,B0000046N2,Jazz 'Round Midnight: Clifford Brown,A9Q28YTLYREO7,5.0,Music| Jazz| Pop
34926,B000EZ900W,Koga Melodies/Ryoichi Hatori Melodies,A359WWAIZ59P3Z,5.0,Music| Broadway & Vocalists| Pop| World Music
34936,B0000046NJ,Bewtiched,A1TU1CK2R53CEF,5.0,Music| Broadway & Vocalists| Jazz| Pop
34962,B0000261O7,Solstice,A1N7GXDLOFCSJJ,5.0,Music| Folk| Jazz| Pop
34978,B000026X8I,Troublemaker,A3AXPB7OPZNOP4,5.0,Music| Pop| Rock
34982,B000EQ46XM,Beethoven: Triple Concerto; Septet,A1KGQ62P8SRBRH,5.0,Music| Classical
34989,B000063WXO,Too Close,A3C9ZUZE9OLEEM,5.0,Music| Alternative Rock| Dance & Electronic| Pop| Rock
34992,B00004TB64,Our Backyard,A3QS1EPDZTLPWS,3.0,Music| Dance & Electronic
34993,B0000046NK,First Issue: Dinah Washington Story,A32Q0R5AVPCNWO,5.0,Music| Blues| Broadway & Vocalists| Jazz| Pop
35009,B000A1ZXD8,Most of the Animals,A1CQCS17LQCHIH,4.0,Music| Pop
35019,B000069ROD,Mondo Medicale,A38BKZWFW1QTQ3,5.0,Music| Hard Rock & Metal| Pop| Rock
35031,B0000046O4,Verve Jazz Masters 13,A2BO41VARYGTAC,5.0,Music| Jazz| Latin Music| Pop| World Music
35041,B0000046OO,Artistry of Stan Getz: Best of Verve Years Vol 2,A2ZQXJD7YUIEHB,3.0,Music| Jazz| Pop
35045,B000026X9Y,Bon Jovi,A2QYE48KP1U5LB,3.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
35091,B0000046O8,Verve Jazz Masters 37 Oscar Peterson Plays Broadway,A1D44YT0P8Q8XL,5.0,Music| Broadway & Vocalists| Jazz| Pop
35094,B00000ER29,Nuestras 2,A3VYYQGXZB57ZR,5.0,Music| Broadway & Vocalists| Latin Music| Pop| Rock| World Music
35107,B00000ER2B,En Argentina,A36JMM90EZ8XLF,5.0,Music| Dance & Electronic| Latin Music| Pop| World Music
35115,B000063WYG,Breathing Spaces,A3M1NNDD95HR0R,5.0,Music| New Age| Pop
35134,B00000ER25,Gracias a La Vida,A2EGK0YRDF4ZZB,5.0,Music| Folk| Latin Music
35160,B0000046O5,Brel Vol. 1 (Master Serie),A2WETFLJM0D6R0,5.0,Music| Broadway & Vocalists| Jazz| Pop| World Music
35171,B0000046ON,"The Artistry of Stan Getz: The Best of the Verve Years, Volume 2",A2ZQXJD7YUIEHB,3.0,Music| Jazz| Pop
35177,B0000046O9,Verve Jazz Masters 38,A1I586IWW7KLE4,5.0,Music| Jazz| Pop| World Music
35217,B000063WYJ,Buddha-Lounge,A3EJYJC25OJVKK,4.0,Music| Broadway & Vocalists| Dance & Electronic| New Age| Pop| World Music
35222,B000BY93J4,Window Shopper,A1U996YEDDRCD7,1.0,Music| Pop| Rap & Hip-Hop
35237,B000026X9L,Psycho Circus,A60PQSFWSQK8K,4.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
35515,B00004TB7R,Alma Caribena - Caribbean Soul,AEMZRE6QYVQBS,4.0,Music| Latin Music| Pop| World Music
35554,B000063WYF,Jagged Little Thrill,A3OLZXHFGUAMWW,3.0,Music| Blues| Pop| R&B
35631,B0000046OA,Chet Baker (Verve Jazz Masters 32),A1D44YT0P8Q8XL,5.0,Music| Jazz| Pop
35637,B0000046O6,Verve Jazz Masters 22,A1QP5VCWEL1LHD,5.0,Music| Broadway & Vocalists| Jazz| Pop
35652,B0000046OM,Pick Yourself Up,A3SUG1O5YSG659,5.0,Music| Broadway & Vocalists| Jazz| Pop
35665,B000MXL4DW,SET MY LOVE IN MOTION [LP VINYL],A3HU0B9XUEVHIM,5.0,Music| Pop
35673,B0000046OY,Arlen Songbook 2,A2R6RA8FRBS608,5.0,Music| Broadway & Vocalists| Jazz| Pop
35678,B00004TB7H,Summer in the City: Live in New York,AM7P95WG4HIK0,4.0,Music| Alternative Rock| Folk| Pop| Rock
35719,B0000046OL,Once Upon a Summertime,A2I6V7JNUR85MQ,5.0,Music| Broadway & Vocalists| Jazz| Pop
35740,B0000046OT,Flyin' High,A1GOC8BPERBP9E,5.0,Music| Blues| Jazz| Pop| R&B
35853,B0000046OK,Music for Zen Meditation,A6FIAB28IS79,4.0,Music| Jazz| New Age| Pop
35875,B00004TB7O,VH1 Divas Live,A1GGOC9PVDXW7Z,4.0,Music| Broadway & Vocalists| Country| Dance & Electronic| Folk| Pop| R&B
35915,B00004TB7W,Hustlin Pays,AK3DY70GYZB2G,3.0,Music| Pop| R&B| Rap & Hip-Hop
35926,B000CA2O4I,Pressure Is on,A1VYFBHW6OHA59,5.0,Music| Pop| World Music
35937,B0000046OJ,Life on Planet Groove,A9Q28YTLYREO7,3.0,Music| Jazz| Pop| R&B
35979,B00004YACO,Breach,A16688KNH19Z1D,5.0,Music| Alternative Rock| Classic Rock| Pop| Rock
36106,B00004TB7B,Binaural,A1DIFL0333QPEB,3.0,Music| Alternative Rock| Hard Rock & Metal| Pop| Rock
36593,B0009BOKLA,All That I Am,A3LJ0OBQU01LCL,2.0,Music| Classic Rock| Pop| Rock
36811,B00004TB79,The Madding Crowd,A254Z4O7ORVL6U,3.0,Music| Hard Rock & Metal| Pop| Rock
36998,B000JNTVGC,Still the Same...Great Rock Classics of Our Time,AWPODHOB4GFWL,4.0,Music| Rock
37143,B000026X93,Beautiful Guitar,A4QXQO4O749CW,5.0,Music| Rock
37147,B000063WYU,Visitor,AT1SR4F6XQ9PN,5.0,Music| Alternative Rock| Pop| Rock
37163,B00027JY5S,(H) Ombre,A34CXLS24ETLMO,5.0,Music| Dance & Electronic| Jazz| Pop| World Music
37164,B0000046O2,Verve Jazz Masters 16,A1MI9FDCNB3CMR,4.0,Music| Jazz| Pop
37165,B00000ER23,Broke Down,A2X7NBUETXC19E,4.0,Music| Alternative Rock| Pop| Rock
37170,B0000046OQ,Montreux Alexander: The Monty Alexander Trio Live! at the Montreux Festival,A13IKSGDYNBNQS,5.0,Music| Jazz| Pop
37172,B00004TB7Y,Hustlin' Pays [Vinyl],AK3DY70GYZB2G,3.0,Music| Pop| R&B| Rap & Hip-Hop
37192,B000063WYT,You Can't Fight What You Can't See,A1E371HE68KMWB,4.0,Music| Alternative Rock| Pop| Rock
37218,B00074CBQ0,Primary Fear,A3KV8E79WT10ZI,4.0,Music| Hard Rock & Metal| Pop| Rock
37241,B00004TB7T,Alma Caribena,AEMZRE6QYVQBS,4.0,Music| Latin Music| Pop| World Music
37276,B0007RIYWM,Mr. Las Vegas!,A2R6RA8FRBS608,5.0,Music| Broadway & Vocalists| Miscellaneous| Pop
37303,B00004TB8S,Nativity in Black 2:Tribute to Black,A2ID75GO9Z7ZU9,4.0,Music| Hard Rock & Metal| Pop
37358,B0000046PK,Straight to the Point,A1MFN19B7AIRXE,4.0,Music| Jazz| Pop| R&B
37363,B0000046P0,Ella Swings Lightly,A2R6RA8FRBS608,5.0,Music| Broadway & Vocalists| Jazz| Pop
37383,B000252CFO,My Rifle My Pony and Me,A19ELFMMKB83HC,4.0,Music| Miscellaneous
37401,B000MU83UW,Street Machine,A3464G00K8ZYD1,5.0,Music| Hard Rock & Metal| Rock
37408,B0000046PS,Verve Jazz Masters 19,A32Q0R5AVPCNWO,4.0,Music| Blues| Broadway & Vocalists| Jazz| Pop
37421,B000EZ902U,The Band of Gypsys Return,A3TZV5SXQ8F6ST,4.0,Music| Classic Rock| Hard Rock & Metal| Pop| R&B| Rock
37433,B00004TB8E,Love's Labour's Lost: Original Motion Picture Soundtrack (2000 Film),A9MAUO67ABVOB,4.0,Music| Broadway & Vocalists| Miscellaneous| Pop| Soundtracks
37435,B00000ER3K,La Arana,A4D5YUCGK9W9X,5.0,Music| Latin Music
